2016-4-1,0:10:6,202.120.40.32,202.120.15.33,8080,TCP,80046,
2016-4-1,0:10:16,202.120.58.11,42.122.170.102,8080,TCP,56006,
2016-4-1,0:10:30,202.120.28.60,253.104.132.227,443,TCP,44981,
2016-4-1,0:11:7,202.120.51.51,4.167.35.108,25,TCP,67842,
2016-4-1,0:11:11,202.120.2.34,202.120.36.41,8080,TCP,56609,
2016-4-1,0:11:36,202.120.57.32,119.168.164.225,8080,TCP,10574,
2016-4-1,0:11:44,202.120.40.27,69.168.20.9,443,TCP,85758,
2016-4-1,0:12:5,202.120.59.29,133.170.215.80,25,TCP,3592,
2016-4-1,0:12:24,202.120.14.24,202.120.12.13,8080,TCP,38549,
2016-4-1,0:12:34,202.120.25.25,198.113.14.77,443,TCP,74658,
2016-4-1,0:12:49,202.120.58.35,181.107.218.113,80,TCP,75525,
2016-4-1,0:13:45,202.120.63.53,172.46.201.157,80,TCP,27578,
2016-4-1,0:14:21,196.175.218.254,202.120.35.61,25,TCP,87477,
2016-4-1,0:14:38,202.120.50.50,89.125.71.3,25,TCP,99886,
2016-4-1,0:15:28,168.205.106.128,202.120.34.63,25,TCP,99119,
2016-4-1,0:15:50,202.120.53.58,68.243.213.146,443,TCP,48226,
2016-4-1,0:15:58,202.120.20.46,195.165.218.251,25,TCP,21183,
2016-4-1,0:16:3,89.125.71.3,202.120.12.34,8080,TCP,55205,
2016-4-1,0:16:12,137.178.57.97,202.120.6.9,8080,TCP,1447,
2016-4-1,0:16:18,202.120.47.62,202.120.57.1,443,TCP,42344,
2016-4-1,0:16:54,202.120.40.56,202.120.11.47,25,TCP,29749,
2016-4-1,0:16:59,202.120.21.56,202.120.22.34,443,TCP,26284,
2016-4-1,0:17:6,188.54.101.159,202.120.30.58,443,TCP,40740,
2016-4-1,0:17:32,202.120.4.48,81.241.228.123,25,TCP,35854,
2016-4-1,0:17:47,202.120.19.22,202.120.48.58,80,TCP,120,
2016-4-1,0:18:20,156.154.196.191,202.120.43.24,25,TCP,25487,
2016-4-1,0:18:29,202.120.10.13,17.145.175.145,80,TCP,47722,
2016-4-1,0:18:37,202.120.42.15,249.123.167.120,8080,TCP,93263,
2016-4-1,0:19:29,202.120.58.36,120.111.88.6,8080,TCP,77146,
2016-4-1,0:19:42,202.120.26.28,183.74.23.87,443,TCP,23548,
2016-4-1,0:20:18,202.120.12.0,206.238.184.120,25,TCP,28808,
2016-4-1,0:20:37,202.120.14.50,195.165.218.251,80,TCP,1524,
2016-4-1,0:20:50,202.120.23.32,202.120.54.22,80,TCP,32721,
2016-4-1,0:20:52,159.102.0.196,202.120.60.32,25,TCP,54601,
2016-4-1,0:21:5,202.120.25.32,9.174.153.215,8080,TCP,48693,
2016-4-1,0:21:14,202.120.62.45,202.120.54.1,8080,TCP,40380,
2016-4-1,0:21:31,202.120.55.59,231.210.121.117,443,TCP,64351,
2016-4-1,0:23:7,109.210.61.21,202.120.49.41,25,TCP,70851,
2016-4-1,0:23:31,202.120.56.49,150.69.149.130,443,TCP,71551,
2016-4-1,0:23:34,248.128.169.2,202.120.38.16,8080,TCP,79453,
2016-4-1,0:24:3,202.120.37.24,202.120.8.4,25,TCP,6636,
2016-4-1,0:24:11,202.120.38.28,198.113.14.77,8080,TCP,76458,
2016-4-1,0:24:12,202.120.9.25,249.123.167.120,25,TCP,39021,
2016-4-1,0:24:36,202.120.8.46,202.120.10.10,80,TCP,29003,
2016-4-1,0:24:41,202.120.17.41,224.198.138.201,443,TCP,67176,
2016-4-1,0:24:44,202.120.7.39,202.120.31.45,8080,TCP,25527,
2016-4-1,0:25:1,209.239.99.119,202.120.16.37,8080,TCP,65232,
2016-4-1,0:25:10,202.120.6.14,181.107.218.113,8080,TCP,38210,
2016-4-1,0:25:12,202.120.5.21,202.120.60.5,25,TCP,29050,
2016-4-1,0:25:49,202.120.23.42,237.96.143.35,443,TCP,53902,
2016-4-1,0:26:23,202.120.62.37,133.170.215.80,25,TCP,69833,
2016-4-1,0:26:33,202.120.6.61,202.120.28.25,443,TCP,1403,
2016-4-1,0:26:58,113.69.40.78,202.120.2.24,8080,TCP,7768,
2016-4-1,0:27:7,202.120.36.24,199.187.68.62,25,TCP,24414,
2016-4-1,0:27:28,202.120.35.24,202.120.34.14,443,TCP,85035,
2016-4-1,0:28:42,202.120.45.57,202.120.39.9,25,TCP,41824,
2016-4-1,0:28:46,202.120.47.26,156.154.196.191,443,TCP,32216,
2016-4-1,0:29:4,202.120.39.23,202.120.58.25,25,TCP,33475,
2016-4-1,0:29:8,202.120.22.52,202.120.56.36,80,TCP,93737,
2016-4-1,0:29:43,196.175.218.254,202.120.34.14,80,TCP,75782,
2016-4-1,0:30:16,202.120.41.50,202.120.35.12,25,TCP,83847,
2016-4-1,0:30:27,202.120.43.44,55.138.36.208,80,TCP,48312,
2016-4-1,0:30:48,202.120.26.3,224.0.241.31,443,TCP,73263,
2016-4-1,0:30:56,109.210.61.21,202.120.0.25,80,TCP,61674,
2016-4-1,0:31:20,209.239.99.119,202.120.45.42,443,TCP,41837,
2016-4-1,0:31:23,124.70.151.59,202.120.6.32,25,TCP,24630,
2016-4-1,0:32:10,202.120.46.38,162.119.59.35,443,TCP,62287,
2016-4-1,0:32:31,202.120.1.21,202.120.60.17,25,TCP,95406,
2016-4-1,0:32:34,202.120.30.28,231.210.121.117,443,TCP,19537,
2016-4-1,0:32:40,65.69.251.146,202.120.39.41,25,TCP,35881,
2016-4-1,0:32:47,137.178.57.97,202.120.36.0,25,TCP,53773,
2016-4-1,0:32:51,202.120.37.22,202.120.19.10,80,TCP,67563,
2016-4-1,0:33:6,213.97.26.71,202.120.28.62,443,TCP,31337,
2016-4-1,0:33:6,120.111.88.6,202.120.26.59,443,TCP,14402,
2016-4-1,0:33:16,179.200.168.227,202.120.13.0,80,TCP,27590,
2016-4-1,0:33:33,202.120.48.55,248.128.169.2,25,TCP,28098,
2016-4-1,0:34:8,246.47.221.42,202.120.42.39,25,TCP,97004,
2016-4-1,0:34:15,175.107.11.75,202.120.40.43,80,TCP,95234,
2016-4-1,0:34:48,202.120.48.24,224.0.241.31,8080,TCP,59315,
2016-4-1,0:34:49,202.120.21.54,181.107.218.113,443,TCP,73865,
2016-4-1,0:34:49,202.120.32.21,179.28.203.184,8080,TCP,50148,
2016-4-1,0:34:55,202.120.40.29,202.120.18.17,443,TCP,89010,
2016-4-1,0:35:5,202.120.16.16,39.235.216.41,443,TCP,99301,
2016-4-1,0:35:14,202.120.31.54,48.157.2.129,25,TCP,72191,
2016-4-1,0:35:18,241.77.34.212,202.120.52.22,25,TCP,28639,
2016-4-1,0:35:41,109.210.61.21,202.120.11.54,8080,TCP,3547,
2016-4-1,0:36:12,202.120.37.61,61.171.13.85,443,TCP,52523,
2016-4-1,0:36:19,202.120.22.62,247.91.218.220,8080,TCP,56182,
2016-4-1,0:36:20,202.120.16.8,247.140.180.61,8080,TCP,74216,
2016-4-1,0:36:50,202.120.22.21,143.15.245.67,8080,TCP,11280,
2016-4-1,0:37:48,202.120.46.62,202.120.33.37,80,TCP,92014,
2016-4-1,0:38:10,202.120.49.5,202.120.13.40,443,TCP,83529,
2016-4-1,0:38:30,39.235.216.41,202.120.49.31,443,TCP,77519,
2016-4-1,0:38:32,237.96.143.35,202.120.46.17,443,TCP,30800,
2016-4-1,0:38:35,168.205.106.128,202.120.11.36,443,TCP,30592,
2016-4-1,0:39:8,202.120.33.47,202.120.52.2,25,TCP,23968,
2016-4-1,0:39:38,150.69.149.130,202.120.53.11,8080,TCP,54809,
2016-4-1,0:40:3,4.167.35.108,202.120.4.8,443,TCP,1981,
2016-4-1,0:40:6,202.120.3.8,231.210.121.117,25,TCP,69576,
2016-4-1,0:40:21,202.120.26.24,202.120.31.16,443,TCP,3806,
2016-4-1,0:40:41,202.120.59.33,179.200.168.227,25,TCP,38608,
2016-4-1,0:41:2,65.99.32.139,202.120.15.63,25,TCP,34898,
2016-4-1,0:41:6,202.120.7.47,206.238.184.120,25,TCP,43302,
2016-4-1,0:41:14,202.120.33.52,196.175.218.254,25,TCP,85379,
2016-4-1,0:42:39,202.120.42.52,79.35.41.170,8080,TCP,30127,
2016-4-1,0:42:52,202.120.35.26,248.128.169.2,8080,TCP,29320,
2016-4-1,0:43:2,202.120.42.29,202.120.63.55,8080,TCP,36519,
2016-4-1,0:43:7,117.139.164.106,202.120.56.10,25,TCP,32445,
2016-4-1,0:43:36,89.125.71.3,202.120.13.10,80,TCP,57620,
2016-4-1,0:43:49,202.120.46.52,39.235.216.41,80,TCP,17523,
2016-4-1,0:44:15,81.188.83.253,202.120.26.63,8080,TCP,31661,
2016-4-1,0:44:31,202.120.21.51,202.120.8.7,80,TCP,30838,
2016-4-1,0:44:37,224.198.138.201,202.120.11.36,80,TCP,14286,
2016-4-1,0:44:53,202.120.21.52,196.175.218.254,8080,TCP,61360,
2016-4-1,0:45:6,202.120.58.35,159.102.0.196,80,TCP,4224,
2016-4-1,0:45:8,202.120.27.0,4.167.35.108,443,TCP,27887,
2016-4-1,0:45:22,202.120.22.12,202.120.53.48,80,TCP,89161,
2016-4-1,0:45:24,202.120.17.16,224.198.138.201,443,TCP,74518,
2016-4-1,0:45:25,202.120.23.21,241.77.34.212,80,TCP,70977,
2016-4-1,0:45:30,13.178.86.102,202.120.52.51,25,TCP,27902,
2016-4-1,0:46:15,55.138.36.208,202.120.39.30,25,TCP,45086,
2016-4-1,0:46:23,202.120.41.60,226.208.94.169,443,TCP,77000,
2016-4-1,0:46:35,202.120.3.56,202.120.45.60,443,TCP,86192,
2016-4-1,0:46:48,202.120.19.32,238.144.201.148,80,TCP,75387,
2016-4-1,0:47:8,202.120.44.7,60.169.41.102,8080,TCP,83573,
2016-4-1,0:47:49,202.120.35.11,246.222.93.101,80,TCP,60663,
2016-4-1,0:48:8,202.120.7.6,62.174.195.81,443,TCP,7670,
2016-4-1,0:48:15,202.120.18.20,226.68.179.237,25,TCP,73039,
2016-4-1,0:48:52,202.120.60.11,188.54.101.159,443,TCP,66233,
2016-4-1,0:49:47,202.120.53.32,196.175.218.254,80,TCP,45450,
2016-4-1,0:50:2,202.120.24.0,61.171.13.85,443,TCP,51762,
2016-4-1,0:50:48,202.120.0.58,179.200.168.227,80,TCP,30364,
2016-4-1,0:51:6,202.120.11.40,202.120.18.51,25,TCP,33333,
2016-4-1,0:51:15,202.120.38.14,150.69.149.130,25,TCP,48680,
2016-4-1,0:51:38,144.54.147.62,202.120.16.28,25,TCP,18768,
2016-4-1,0:51:54,202.120.37.33,249.123.167.120,25,TCP,19771,
2016-4-1,0:52:3,202.120.14.47,65.219.45.87,25,TCP,13923,
2016-4-1,0:52:11,125.97.147.180,202.120.26.12,443,TCP,28764,
2016-4-1,0:52:30,202.120.51.28,159.102.0.196,80,TCP,98351,
2016-4-1,0:53:0,20.230.216.44,202.120.30.18,8080,TCP,85048,
2016-4-1,0:53:23,202.120.22.63,20.230.216.44,25,TCP,99358,
2016-4-1,0:53:28,83.90.23.228,202.120.6.46,25,TCP,97018,
2016-4-1,0:53:47,202.120.9.39,133.170.215.80,8080,TCP,35552,
2016-4-1,0:54:56,202.120.60.34,202.120.63.19,443,TCP,24882,
2016-4-1,0:55:18,37.125.165.204,202.120.57.40,25,TCP,3511,
2016-4-1,0:55:38,202.120.15.5,202.120.0.4,80,TCP,33607,
2016-4-1,0:55:40,202.120.44.12,36.195.248.54,8080,TCP,44692,
2016-4-1,0:56:6,202.120.46.38,42.122.170.102,80,TCP,33036,
2016-4-1,0:56:12,202.120.52.3,237.63.133.205,8080,TCP,42277,
2016-4-1,0:56:14,202.120.40.16,150.69.149.130,443,TCP,99523,
2016-4-1,0:56:41,202.120.33.48,117.139.164.106,80,TCP,89346,
2016-4-1,0:57:14,202.120.5.2,209.239.99.119,25,TCP,49006,
2016-4-1,0:57:32,202.120.22.39,9.174.153.215,443,TCP,47200,
2016-4-1,0:58:13,202.120.46.46,202.120.32.62,8080,TCP,46385,
2016-4-1,0:58:37,202.120.54.19,151.223.157.7,25,TCP,46765,
2016-4-1,0:59:2,202.120.45.58,156.154.196.191,443,TCP,43842,
2016-4-1,0:59:8,195.165.218.251,202.120.25.7,8080,TCP,51407,
2016-4-1,0:59:26,202.120.34.31,215.136.62.180,80,TCP,22504,
2016-4-1,0:59:43,236.109.71.218,202.120.61.55,80,TCP,84020,
2016-4-1,0:59:54,202.120.56.38,62.174.195.81,25,TCP,14299,
2016-4-1,1:0:50,202.120.5.18,202.120.44.51,80,TCP,36780,
2016-4-1,1:1:6,159.102.0.196,202.120.60.51,25,TCP,73800,
2016-4-1,1:1:17,202.120.31.44,202.120.46.30,80,TCP,75564,
2016-4-1,1:1:20,202.120.11.56,162.119.59.35,443,TCP,81283,
2016-4-1,1:1:24,202.120.53.31,222.43.66.225,80,TCP,610,
2016-4-1,1:1:28,202.120.48.15,157.38.29.82,443,TCP,68554,
2016-4-1,1:2:32,202.120.4.0,195.165.218.251,8080,TCP,89088,
2016-4-1,1:2:46,81.188.83.253,202.120.11.23,8080,TCP,48824,
2016-4-1,1:3:7,202.120.53.0,69.168.20.9,443,TCP,65734,
2016-4-1,1:3:38,202.120.1.16,143.15.245.67,80,TCP,74285,
2016-4-1,1:4:11,202.120.19.47,36.195.248.54,25,TCP,54911,
2016-4-1,1:4:35,143.15.245.67,202.120.28.29,443,TCP,80668,
2016-4-1,1:5:13,202.120.44.46,120.111.88.6,25,TCP,7932,
2016-4-1,1:5:57,202.120.57.26,137.178.57.97,8080,TCP,51322,
2016-4-1,1:6:21,202.120.1.2,43.19.168.5,443,TCP,82754,
2016-4-1,1:6:25,202.120.12.0,202.120.1.36,443,TCP,94180,
2016-4-1,1:8:8,202.120.12.12,202.120.4.7,80,TCP,377,
2016-4-1,1:8:58,202.120.13.30,48.97.137.108,443,TCP,88966,
2016-4-1,1:9:9,202.120.48.23,89.125.71.3,443,TCP,88425,
2016-4-1,1:9:27,202.120.22.17,42.122.170.102,8080,TCP,14141,
2016-4-1,1:9:43,202.120.52.17,202.120.58.22,25,TCP,90431,
2016-4-1,1:9:50,202.120.56.50,20.230.216.44,25,TCP,81977,
2016-4-1,1:9:55,202.120.7.54,202.120.5.62,80,TCP,62031,
2016-4-1,1:10:2,202.120.63.38,37.0.16.241,80,TCP,23441,
2016-4-1,1:10:7,202.120.15.28,202.120.0.59,443,TCP,88941,
2016-4-1,1:10:8,202.120.28.31,209.239.99.119,25,TCP,34495,
2016-4-1,1:10:15,202.120.50.39,37.125.165.204,25,TCP,44953,
2016-4-1,1:10:32,65.69.251.146,202.120.4.40,8080,TCP,25779,
2016-4-1,1:10:49,202.120.5.10,17.145.175.145,443,TCP,64239,
2016-4-1,1:10:58,202.120.4.4,202.120.15.10,8080,TCP,61563,
2016-4-1,1:11:3,202.120.6.22,65.69.251.146,8080,TCP,97794,
2016-4-1,1:11:32,202.120.55.25,202.120.6.20,8080,TCP,99344,
2016-4-1,1:11:41,202.120.13.16,155.103.176.164,80,TCP,50420,
2016-4-1,1:12:16,155.103.176.164,202.120.3.38,80,TCP,87246,
2016-4-1,1:12:28,238.144.201.148,202.120.1.5,8080,TCP,55536,
2016-4-1,1:12:56,202.120.25.62,202.120.36.13,443,TCP,38885,
2016-4-1,1:12:57,113.69.40.78,202.120.2.47,80,TCP,44252,
2016-4-1,1:13:38,202.120.35.12,81.241.228.123,443,TCP,32041,
2016-4-1,1:14:0,202.120.28.48,202.120.16.57,443,TCP,94578,
2016-4-1,1:14:6,69.168.20.9,202.120.48.11,8080,TCP,44468,
2016-4-1,1:14:11,202.120.32.15,179.200.168.227,8080,TCP,74461,
2016-4-1,1:14:12,134.42.39.48,202.120.16.60,25,TCP,96436,
2016-4-1,1:14:28,198.113.14.77,202.120.49.3,8080,TCP,27212,
2016-4-1,1:14:38,213.97.26.71,202.120.27.47,25,TCP,50478,
2016-4-1,1:14:42,202.120.36.1,81.188.83.253,8080,TCP,55336,
2016-4-1,1:15:5,202.120.48.42,202.120.31.10,25,TCP,81449,
2016-4-1,1:15:9,202.120.40.57,248.128.169.2,443,TCP,54568,
2016-4-1,1:15:23,202.120.29.30,119.237.8.145,8080,TCP,66365,
2016-4-1,1:15:45,23.204.158.113,202.120.61.8,443,TCP,92184,
2016-4-1,1:16:14,198.113.14.77,202.120.38.43,8080,TCP,94162,
2016-4-1,1:16:18,202.120.52.57,113.69.40.78,8080,TCP,80246,
2016-4-1,1:16:53,202.120.57.28,48.157.2.129,443,TCP,47894,
2016-4-1,1:16:54,202.120.46.17,202.120.39.50,443,TCP,76059,
2016-4-1,1:16:59,79.35.41.170,202.120.9.24,80,TCP,57397,
2016-4-1,1:17:23,202.120.8.59,202.120.57.15,443,TCP,79110,
2016-4-1,1:18:12,248.128.169.2,202.120.24.16,25,TCP,93388,
2016-4-1,1:18:42,202.120.47.44,202.120.38.33,80,TCP,73069,
2016-4-1,1:19:10,202.120.14.23,237.96.143.35,443,TCP,3987,
2016-4-1,1:19:47,202.120.11.16,124.70.151.59,8080,TCP,89469,
2016-4-1,1:19:58,202.120.3.36,246.47.221.42,8080,TCP,5572,
2016-4-1,1:20:7,125.97.147.180,202.120.25.60,443,TCP,26364,
2016-4-1,1:20:31,202.120.16.38,120.17.47.58,25,TCP,15061,
2016-4-1,1:21:1,247.140.180.61,202.120.37.32,443,TCP,85,
2016-4-1,1:21:58,24.204.78.70,202.120.51.37,80,TCP,28260,
2016-4-1,1:22:3,202.120.38.6,55.138.36.208,80,TCP,77550,
2016-4-1,1:22:13,202.120.1.3,137.178.57.97,80,TCP,33077,
2016-4-1,1:22:44,195.165.218.251,202.120.7.9,25,TCP,46235,
2016-4-1,1:22:50,202.120.21.6,137.178.57.97,25,TCP,48754,
2016-4-1,1:22:54,144.54.147.62,202.120.33.15,80,TCP,10874,
2016-4-1,1:22:54,202.120.18.17,172.46.201.157,443,TCP,97656,
2016-4-1,1:24:31,202.120.29.36,202.120.14.56,25,TCP,64763,
2016-4-1,1:24:34,133.40.126.13,202.120.3.62,8080,TCP,86484,
2016-4-1,1:24:48,202.120.44.5,202.120.55.5,25,TCP,87051,
2016-4-1,1:24:49,172.46.201.157,202.120.22.33,443,TCP,44782,
2016-4-1,1:25:53,202.120.54.29,202.120.52.48,80,TCP,202,
2016-4-1,1:25:54,202.120.42.61,202.120.43.50,25,TCP,50930,
2016-4-1,1:27:7,202.120.33.3,172.46.201.157,443,TCP,69115,
2016-4-1,1:27:9,68.243.213.146,202.120.18.61,8080,TCP,26901,
2016-4-1,1:27:15,202.120.7.28,202.120.27.8,25,TCP,91338,
2016-4-1,1:27:25,202.120.43.0,180.198.67.142,80,TCP,54704,
2016-4-1,1:27:31,202.120.46.49,202.120.38.18,80,TCP,97975,
2016-4-1,1:27:44,202.120.20.40,202.120.6.36,80,TCP,82784,
2016-4-1,1:28:0,202.120.2.17,224.198.138.201,443,TCP,12271,
2016-4-1,1:28:22,13.178.86.102,202.120.40.33,80,TCP,28445,
2016-4-1,1:28:30,202.120.22.24,202.120.23.41,80,TCP,44249,
2016-4-1,1:28:35,202.120.59.19,42.122.170.102,80,TCP,21032,
2016-4-1,1:28:45,202.120.20.23,202.120.45.1,443,TCP,87291,
2016-4-1,1:28:52,42.122.170.102,202.120.3.58,443,TCP,85476,
2016-4-1,1:28:57,202.120.58.52,202.120.51.14,25,TCP,95156,
2016-4-1,1:29:15,202.120.48.26,202.120.32.21,80,TCP,80806,
2016-4-1,1:29:53,202.120.54.1,226.42.200.185,80,TCP,67558,
2016-4-1,1:30:0,202.120.46.13,69.168.20.9,443,TCP,17118,
2016-4-1,1:30:7,202.120.58.52,175.107.11.75,443,TCP,46344,
2016-4-1,1:30:40,120.17.47.58,202.120.38.39,25,TCP,89986,
2016-4-1,1:30:46,202.120.29.42,202.120.3.0,80,TCP,5750,
2016-4-1,1:30:46,202.120.46.36,237.96.143.35,25,TCP,17886,
2016-4-1,1:31:5,202.120.0.36,20.230.216.44,80,TCP,87316,
2016-4-1,1:31:14,202.120.60.26,124.151.212.251,80,TCP,75192,
2016-4-1,1:31:29,202.120.28.7,143.15.245.67,8080,TCP,64243,
2016-4-1,1:31:31,202.120.6.56,202.120.26.36,80,TCP,5518,
2016-4-1,1:31:32,202.120.2.44,65.219.45.87,443,TCP,72504,
2016-4-1,1:31:43,162.119.59.35,202.120.36.54,443,TCP,67820,
2016-4-1,1:31:45,202.120.63.5,69.86.81.80,443,TCP,4561,
2016-4-1,1:31:50,202.120.60.4,43.19.168.5,443,TCP,29491,
2016-4-1,1:32:5,202.120.15.13,237.63.133.205,8080,TCP,94053,
2016-4-1,1:32:31,202.120.10.28,246.47.221.42,443,TCP,27850,
2016-4-1,1:33:1,125.97.147.180,202.120.59.16,25,TCP,99618,
2016-4-1,1:33:11,202.120.43.48,61.171.13.85,25,TCP,80484,
2016-4-1,1:34:16,202.120.7.52,202.120.24.21,443,TCP,27218,
2016-4-1,1:34:25,202.120.56.31,202.120.47.10,80,TCP,27890,
2016-4-1,1:34:31,159.102.0.196,202.120.60.0,8080,TCP,24979,
2016-4-1,1:34:32,113.69.40.78,202.120.40.16,25,TCP,46679,
2016-4-1,1:34:34,202.120.47.15,202.120.19.6,443,TCP,49759,
2016-4-1,1:34:37,202.120.15.37,13.178.86.102,8080,TCP,62199,
2016-4-1,1:34:40,224.0.241.31,202.120.23.24,443,TCP,38158,
2016-4-1,1:34:50,202.120.56.8,81.188.83.253,443,TCP,45918,
2016-4-1,1:34:58,202.120.39.38,83.90.23.228,8080,TCP,63460,
2016-4-1,1:36:9,202.120.24.54,226.68.179.237,8080,TCP,29284,
2016-4-1,1:36:9,202.120.46.16,202.120.20.4,8080,TCP,51543,
2016-4-1,1:36:13,202.120.7.9,39.235.216.41,25,TCP,80351,
2016-4-1,1:36:40,202.120.33.4,195.165.218.251,8080,TCP,28290,
2016-4-1,1:37:7,69.86.81.80,202.120.27.28,25,TCP,80656,
2016-4-1,1:37:13,202.120.39.58,144.54.147.62,8080,TCP,19058,
2016-4-1,1:37:29,202.120.26.5,175.107.11.75,25,TCP,34804,
2016-4-1,1:37:31,24.204.78.70,202.120.27.46,25,TCP,30805,
2016-4-1,1:37:46,202.120.10.38,238.144.201.148,25,TCP,20805,
2016-4-1,1:38:30,202.120.55.21,202.120.13.53,443,TCP,92320,
2016-4-1,1:38:33,202.120.26.1,247.91.218.220,443,TCP,55662,
2016-4-1,1:38:41,62.174.195.81,202.120.44.14,25,TCP,58874,
2016-4-1,1:38:56,202.120.40.63,69.168.20.9,8080,TCP,98916,
2016-4-1,1:39:30,202.120.22.9,202.120.57.23,443,TCP,26052,
2016-4-1,1:40:34,202.120.12.36,24.204.78.70,8080,TCP,77678,
2016-4-1,1:40:46,168.205.106.128,202.120.18.38,25,TCP,14009,
2016-4-1,1:41:23,202.120.36.54,68.243.213.146,8080,TCP,96314,
2016-4-1,1:42:22,202.120.14.27,202.120.47.19,80,TCP,50809,
2016-4-1,1:42:33,202.120.33.59,81.237.128.11,8080,TCP,21930,
2016-4-1,1:43:36,202.120.19.58,37.0.16.241,80,TCP,69881,
2016-4-1,1:43:44,247.140.180.61,202.120.8.39,443,TCP,43972,
2016-4-1,1:44:3,202.120.27.43,196.175.218.254,25,TCP,16389,
2016-4-1,1:44:24,202.120.54.28,81.237.128.11,80,TCP,1698,
2016-4-1,1:44:50,124.151.212.251,202.120.17.28,25,TCP,97417,
2016-4-1,1:44:57,202.120.41.26,169.66.121.28,8080,TCP,31781,
2016-4-1,1:45:1,202.120.40.0,65.69.251.146,443,TCP,95279,
2016-4-1,1:45:2,16.126.14.119,202.120.42.22,8080,TCP,15286,
2016-4-1,1:45:10,202.120.39.51,43.19.168.5,8080,TCP,43957,
2016-4-1,1:45:23,202.120.19.9,202.120.40.14,80,TCP,27014,
2016-4-1,1:45:31,157.38.29.82,202.120.42.40,25,TCP,48543,
2016-4-1,1:45:31,202.120.32.2,202.120.16.3,8080,TCP,6145,
2016-4-1,1:45:34,202.120.46.45,202.120.41.21,8080,TCP,6537,
2016-4-1,1:45:40,202.120.27.13,202.120.9.53,25,TCP,31499,
2016-4-1,1:45:41,113.69.40.78,202.120.17.27,443,TCP,69847,
2016-4-1,1:45:48,202.120.21.48,23.204.158.113,8080,TCP,28240,
2016-4-1,1:45:55,202.120.35.42,16.126.14.119,8080,TCP,90233,
2016-4-1,1:45:57,206.238.184.120,202.120.1.34,443,TCP,76524,
2016-4-1,1:46:12,202.120.57.50,150.69.149.130,443,TCP,9276,
2016-4-1,1:46:23,202.120.26.42,157.38.29.82,443,TCP,84151,
2016-4-1,1:47:3,227.76.236.204,202.120.56.48,25,TCP,54705,
2016-4-1,1:47:15,69.168.20.9,202.120.40.21,8080,TCP,46104,
2016-4-1,1:47:21,202.120.6.61,65.99.32.139,80,TCP,83776,
2016-4-1,1:48:10,169.66.121.28,202.120.36.42,443,TCP,58960,
2016-4-1,1:48:16,202.120.63.54,206.238.184.120,443,TCP,49008,
2016-4-1,1:48:34,202.120.50.44,113.69.40.78,25,TCP,59709,
2016-4-1,1:48:38,202.120.39.53,37.0.16.241,80,TCP,54712,
2016-4-1,1:48:43,202.120.44.3,202.120.11.7,443,TCP,18958,
2016-4-1,1:48:52,213.97.26.71,202.120.48.51,25,TCP,17123,
2016-4-1,1:49:34,202.120.24.55,202.120.56.42,25,TCP,57672,
2016-4-1,1:49:50,195.165.218.251,202.120.12.63,80,TCP,21438,
2016-4-1,1:50:2,202.120.8.62,202.120.58.23,80,TCP,83828,
